student_id,semester,previous_gpa,attendance_pct,internal_1,internal_2,assignment_avg,assignment_completion_pct,quiz_avg,study_hours_weekly,class_participation,late_submissions,final_score,risk_level,edge_case_type
STU0241,5,5.49,53.3,60.4,52.9,50.8,37.7,55.4,6.4,3.4,5,49.9,Medium,normal
STU0242,6,5.55,52.0,49.8,28.0,41.1,68.3,,5.8,1.2,2,38.8,High,normal
STU0243,5,6.58,52.1,65.7,58.7,79.6,48.7,50.9,2.6,1.3,8,66.9,Low,normal
STU0244,5,5.72,51.080002869848464,76.49794797796191,83.77118204400655,75.86403047085992,74.4,35.8,12.1,7.6,2,69.5,Low,low_attendance_high_performance
STU0245,6,7.74,78.9,84.1,62.0,98.4,88.2,97.9,18.7,8.6,1,73.0,Low,normal
STU0246,5,6.13,43.6,62.0,38.9,45.8,59.2,62.8,1.7,1.1,4,54.1,Medium,normal
STU0247,3,7.98,80.3,63.6,83.7,64.3,87.2,76.6,17.4,7.6,2,92.7,Low,normal
STU0248,6,6.41,49.2,48.4,51.0,38.0,18.6,47.4,4.2,0.3,4,54.1,Medium,normal
STU0249,4,6.55,68.5,58.8,39.6,60.9,62.0,60.4,5.9,4.3,1,46.4,Medium,normal
STU0250,6,5.35,72.9,50.7,43.6,53.9,59.6,45.6,6.9,4.9,3,43.7,High,normal
STU0251,6,8.29,77.31768461453284,73.4,67.7,49.13273795674954,36.23976751820975,52.9,16.5,4.4,6,75.0,Low,assignment_problem
STU0252,5,9.75,76.3,80.4,93.4,97.6,82.3,90.5,13.1,5.6,1,100.0,Low,normal
STU0253,5,5.59,57.5,53.0,39.9,44.6,82.4,,15.3,8.3,7,53.2,Medium,normal
STU0254,4,9.71,78.10164311145589,80.3,86.1,37.2621645310613,35.56881579962118,88.2,9.3,6.3,7,55.1,Medium,assignment_problem
STU0255,4,9.05,94.5,89.6,97.4,92.5,99.1,52.9,14.5,10.0,1,100.0,Low,normal
STU0256,4,6.46,48.5,45.6,45.1,51.4,78.4,43.6,9.8,2.5,5,50.3,Medium,normal
STU0257,5,7.19,51.3,84.95725628333106,84.5065508892183,53.3,44.7,77.58922471749409,2.1142740318511413,2.48139260927657,2,74.4,Low,low_engagement_high_performance
STU0258,6,9.1,72.2,75.04094621707364,96.42081304673421,70.1,58.3,97.07794560707728,0.522487409521172,1.272431384281619,4,84.8,Low,low_engagement_high_performance
STU0259,5,7.13,76.4,58.0,72.0,62.3,78.6,26.0,13.0,5.4,3,54.2,Medium,normal
STU0260,3,8.78,78.2,76.6,80.8,77.6,80.3,54.3,16.1,7.7,0,100.0,Low,normal
STU0261,4,6.07,76.0,46.4,37.6,50.2,61.5,73.3,16.8,6.7,2,66.6,Low,normal
STU0262,6,7.49,53.5,71.2,51.5,58.7,48.0,61.8,2.6,1.5,5,54.5,Medium,normal
STU0263,4,9.34,51.29903131238138,81.79293720391259,87.23134307902274,98.35674246329299,90.0,75.8,15.6,8.2,3,84.1,Low,low_attendance_high_performance
STU0264,5,7.1,70.7,57.4,70.6,68.0,70.5,66.5,10.7,5.2,4,72.1,Low,normal
STU0265,6,2.77,64.3,29.8,10.4,56.3,55.7,27.1,12.1,5.0,1,34.2,High,normal
STU0266,5,4.6,58.2,30.9,51.6,44.0,58.3,45.6,11.3,4.1,4,39.0,High,normal
STU0267,4,8.62,84.9,65.3,74.2,74.2,78.9,61.6,11.0,4.8,5,70.6,Low,normal
STU0268,6,5.9,77.9,38.6,39.0,55.9,50.6,34.7,9.1,8.0,0,48.1,Medium,normal
STU0269,3,5.61,63.4,43.3,49.2,59.2,61.8,56.1,12.4,5.3,2,39.2,High,normal
STU0270,6,6.82,75.8,52.1,55.7,60.9,45.7,44.6,9.0,5.7,2,56.2,Medium,normal
STU0271,3,3.96,83.42459017339884,55.1,35.4,45.798329119015385,59.17067444202979,44.9,10.0,6.7,6,50.2,Medium,assignment_problem
STU0272,3,6.81,64.6,54.8,57.7,46.5,29.6,39.8,8.0,1.3,4,64.9,Low,normal
STU0273,6,4.64,66.6,31.2,31.8,30.9,74.8,45.8,13.6,7.3,2,37.2,High,normal
STU0274,3,5.7,39.0,54.4,55.2,35.9,45.8,46.6,4.8,3.3,5,56.0,Medium,normal
STU0275,5,8.31,86.4,80.7,72.2,65.0,74.0,89.6,12.1,5.5,1,63.4,Low,normal
STU0276,6,6.11,75.6,62.6,55.5,48.9,72.9,35.2,7.8,,1,67.1,Low,normal
STU0277,6,4.07,58.3,33.4,19.6,34.2,45.1,16.6,7.3,1.4,6,22.4,High,normal
STU0278,6,6.35,67.5,43.44617644772451,92.27137866201062,59.8,70.2,91.02443152936023,7.3,7.8,3,56.8,Medium,sudden_improvement
STU0279,4,6.81,60.4,20.5,19.6,51.7,49.8,37.5,8.1,4.3,4,42.8,High,normal
STU0280,5,6.07,42.2,33.8,30.8,41.9,33.9,57.9,7.6,1.2,3,44.4,High,normal
STU0281,3,4.51,56.0,38.97473945616505,84.14921809093362,18.5,56.2,72.79024166529669,6.4,5.0,3,87.5,Low,sudden_improvement
STU0282,4,5.75,72.4,51.9,41.9,53.3,50.1,15.9,7.9,1.9,5,36.4,High,normal
STU0283,6,7.37,74.5,55.1,67.0,69.4,56.8,62.2,17.6,4.3,1,61.2,Low,normal
STU0284,4,8.93,87.8,82.1,77.2,77.9,82.9,36.0,18.7,,3,87.8,Low,normal
STU0285,5,8.23,77.2,71.4,90.5,77.1,73.0,82.2,11.3,10.0,2,79.1,Low,normal
STU0286,5,8.97,84.5,81.9,75.8,88.5,85.6,93.1,16.1,5.9,1,85.9,Low,normal
STU0287,5,8.08,71.7,82.1,76.7,82.7,78.4,66.3,15.1,4.4,4,65.5,Low,normal
STU0288,6,6.7,79.9,68.4,52.6,52.5,80.0,55.3,15.0,4.6,3,69.2,Low,normal
STU0289,3,7.06,52.4,59.2,69.3,70.1,81.2,65.0,18.6,7.4,6,57.3,Medium,normal
STU0290,5,6.23,81.7,47.0,52.6,84.1,85.2,43.1,15.5,6.2,3,67.3,Low,normal
STU0291,6,6.89,81.5,72.8,73.8,93.2,60.6,77.1,14.9,6.5,4,67.7,Low,normal
STU0292,4,10.0,93.3,89.63192139267447,98.86816877864156,95.3,71.0,99.7004930146325,1.262602447016305,2.9468006641612776,0,81.4,Low,low_engagement_high_performance
STU0293,3,6.97,61.3,45.1,38.2,58.7,76.0,,12.3,3.5,3,54.2,Medium,normal
STU0294,5,5.89,77.3,65.7,62.9,77.9,70.4,49.0,14.8,5.8,1,60.2,Low,normal
STU0295,4,8.59,66.7,83.7,73.4,100.0,90.5,64.9,16.2,7.5,3,94.6,Low,normal
STU0296,3,6.89,66.0,70.5,66.6,62.8,57.2,43.0,5.2,4.0,4,63.5,Low,normal
STU0297,6,7.22,54.5,25.88648789194215,88.34679802490659,49.4,59.4,83.14046208640048,9.1,5.0,3,61.5,Low,sudden_improvement
STU0298,5,8.1,74.8,94.6,80.4,81.5,78.6,93.7,17.1,7.1,5,92.6,Low,normal
STU0299,6,7.29,69.4,35.8,51.0,95.9,88.1,53.5,11.8,6.4,3,50.6,Medium,normal
STU0300,6,8.11,89.9,81.9,95.9,60.0,79.2,72.6,15.8,4.9,2,63.7,Low,normal
STU0301,5,9.38,87.4,88.2,83.6,76.9,78.3,95.2,20.2,2.1,0,98.1,Low,normal
STU0302,3,8.28,72.6,69.6,89.4,58.1,54.2,62.2,7.7,6.0,4,69.3,Low,normal
STU0303,4,6.38,78.4,81.3,74.4,73.2,92.7,56.1,16.5,7.5,1,81.6,Low,normal
STU0304,3,7.21,68.0,67.9,62.5,57.2,66.6,61.9,11.0,6.0,4,67.0,Low,normal
STU0305,6,5.06,62.3,51.5,64.3,53.2,66.2,46.2,12.9,5.3,4,46.5,Medium,normal
STU0306,3,6.62,58.5,58.3,56.4,31.4,55.9,72.6,,1.9,5,61.8,Low,normal
STU0307,4,8.76,76.4,100.0,77.9,87.4,78.3,90.0,22.4,8.7,0,85.9,Low,normal
STU0308,5,5.27,84.7,68.1,62.6,76.1,83.3,57.1,13.8,7.4,7,54.4,Medium,normal
STU0309,4,4.27,65.2,50.6,38.7,46.5,54.8,55.9,8.8,5.5,2,38.6,High,normal
STU0310,3,7.85,84.5,60.8,43.9,71.3,67.7,62.8,13.8,9.2,4,52.2,Medium,normal
STU0311,5,8.2,93.31577529640367,28.894717748218987,36.77741010726409,69.8,74.2,48.043397222708926,11.2,2.2,4,57.2,Medium,high_attendance_low_performance
STU0312,3,9.64,70.8,75.7,93.7,86.4,80.8,75.2,18.0,7.0,3,80.8,Low,normal
STU0313,3,8.59,72.3,84.7,99.0,75.9,79.6,56.0,13.7,3.7,3,83.5,Low,normal
STU0314,4,6.81,48.8,50.7,49.5,55.5,55.0,58.7,13.8,3.6,4,53.9,Medium,normal
STU0315,5,4.09,53.7,25.0,25.0,58.2,67.6,37.7,10.1,2.5,4,28.0,High,normal
STU0316,5,7.31,73.4,64.6,72.1,62.3,64.3,59.0,13.7,4.6,6,55.0,Medium,normal
STU0317,4,8.08,99.8,61.2,75.3,70.4,70.7,64.7,11.9,5.6,0,96.3,Low,normal
STU0318,5,7.72,83.8,75.2,91.6,84.4,73.2,50.6,13.4,6.4,5,78.7,Low,normal
STU0319,4,9.88,100.0,82.0,88.8,77.0,78.0,73.9,16.8,6.9,3,100.0,Low,normal
STU0320,6,6.52,87.1,55.6,51.7,44.8,81.3,54.3,14.4,5.4,3,68.8,Low,normal
STU0321,3,8.32,67.3,74.4,60.0,70.4,79.9,55.6,11.8,5.0,7,65.9,Low,normal
STU0322,5,4.76,51.6,45.54072476464155,84.30223348530981,47.5,57.2,88.53906347271283,5.0,3.0,4,93.1,Low,sudden_improvement
STU0323,6,7.4,75.2,56.0,39.0,55.1,63.9,53.7,8.0,6.9,2,59.5,Medium,normal
STU0324,6,9.12,80.0,87.9,95.2,76.0,74.8,72.7,11.5,6.9,2,100.0,Low,normal
STU0325,3,7.35,51.8,69.8,67.9,49.1,54.6,46.2,10.2,2.3,3,70.4,Low,normal
STU0326,4,5.63,61.4,40.4,51.1,49.5,71.4,27.2,16.3,9.3,2,45.7,Medium,normal
STU0327,5,8.11,97.8,81.09832395307448,48.72529631910057,50.92224822149585,60.6,59.0,,5.4,7,26.6,High,sudden_decline
STU0328,3,5.63,70.4,68.2,73.6,47.8,83.7,57.4,8.3,3.6,4,69.4,Low,normal
STU0329,6,8.55,73.9,77.1,81.9,69.8,79.2,46.6,12.6,6.6,3,67.6,Low,normal
STU0330,5,7.17,80.6,78.1,70.9,69.2,85.0,72.3,19.7,7.0,1,81.6,Low,normal
STU0331,5,7.34,80.5,71.1,59.6,57.2,93.1,63.1,16.7,4.9,2,79.8,Low,normal
STU0332,3,5.46,52.2,46.5,27.9,49.4,49.2,25.1,7.0,0.5,5,32.8,High,normal
STU0333,5,9.18,92.63988021935798,29.346992060236566,49.945985827941016,84.9,78.2,22.1669201994095,19.7,8.4,4,33.6,High,high_attendance_low_performance
STU0334,5,8.94,95.0,52.9,56.2,85.8,93.1,63.5,22.7,8.1,2,83.8,Low,normal
STU0335,6,6.44,72.9,57.8,79.5,61.6,62.7,67.1,10.9,9.2,4,67.2,Low,normal
STU0336,3,8.53,88.8,91.4,100.0,78.7,92.7,74.4,15.0,8.6,2,83.1,Low,normal
STU0337,3,2.98,56.5,19.9,14.4,48.4,51.3,8.7,6.6,2.8,3,33.1,High,normal
STU0338,4,5.49,66.7,46.3,36.1,68.9,48.5,49.4,8.3,3.4,5,52.4,Medium,normal
STU0339,3,6.99,92.1,55.2,56.3,48.1,91.0,42.2,14.7,8.5,5,62.6,Low,normal
STU0340,5,9.41,83.6,67.2,83.4,77.5,75.2,69.3,16.6,4.7,3,90.6,Low,normal
STU0341,6,7.87,74.2,68.4,83.1,77.0,82.2,67.0,12.8,4.7,1,85.8,Low,normal
STU0342,4,7.49,78.6,62.0,41.4,65.4,86.3,72.5,20.0,7.5,2,64.2,Low,normal
STU0343,6,9.32,95.7,100.0,88.7,99.7,77.4,66.9,17.7,8.7,2,100.0,Low,normal
STU0344,3,7.57,82.2,62.0,62.1,63.7,75.2,57.8,15.2,5.8,2,81.5,Low,normal
STU0345,3,6.63,63.4,82.9,55.8,67.0,38.2,80.1,13.4,4.0,7,50.2,Medium,normal
STU0346,3,7.27,66.1,82.02664749597183,89.07540180048338,56.8,60.8,78.42633551458533,0.9204379018183073,2.231049122093821,4,80.0,Low,low_engagement_high_performance
STU0347,4,7.05,67.5,65.3,72.8,82.9,76.0,74.9,12.3,5.6,2,55.5,Medium,normal
STU0348,6,9.19,84.5,87.4,79.5,75.1,84.4,61.8,17.5,9.0,2,82.2,Low,normal
STU0349,3,7.06,62.1,66.8,44.8,65.1,73.8,51.6,,5.5,8,49.3,Medium,normal
STU0350,5,7.92,56.8,56.5,84.6,66.9,63.1,49.1,10.7,7.3,1,63.9,Low,normal
STU0351,4,6.27,60.3,57.5,55.2,46.0,50.9,39.5,7.1,7.0,4,63.8,Low,normal
STU0352,6,4.76,59.4,30.9,29.4,37.2,40.2,11.8,7.1,4.5,7,20.0,High,normal
STU0353,3,8.21,79.4,66.2,59.6,61.2,100.0,63.3,,8.1,1,74.0,Low,normal
STU0354,3,8.1,86.7,80.8,78.7,67.5,99.8,84.4,7.8,9.9,0,83.5,Low,normal
STU0355,3,8.55,89.4,81.3,82.0,90.0,85.3,79.3,17.1,7.0,1,86.1,Low,normal
STU0356,4,8.01,94.1,66.6,45.8,64.1,83.5,78.9,14.7,5.3,0,71.1,Low,normal
STU0357,4,8.42,100.0,88.0,75.8,83.1,79.5,82.3,19.8,7.0,5,67.4,Low,normal
STU0358,6,7.12,74.2,76.7,82.7,78.2,62.4,59.9,9.9,4.3,3,68.6,Low,normal
STU0359,5,8.39,50.4,51.6,78.4,51.7,50.3,76.2,1.8,2.9,4,80.1,Low,normal
STU0360,5,7.55,73.6,74.1,68.2,75.7,71.1,58.8,13.7,6.5,0,62.6,Low,normal
STU0361,5,7.93,81.7,69.5,80.4,76.7,90.6,74.9,15.4,6.7,1,92.4,Low,normal
STU0362,3,9.44,76.6,71.6,70.7,80.3,91.8,55.8,13.7,6.1,0,67.7,Low,normal
STU0363,4,6.87,89.1,63.5,58.7,81.7,86.5,66.7,14.6,6.8,1,57.0,Medium,normal
STU0364,6,7.82,70.8,61.2,68.7,63.1,63.6,66.6,6.7,7.0,5,60.0,Low,normal
STU0365,6,5.79,52.1,50.4,57.4,54.6,25.2,41.2,3.9,2.4,4,59.2,Medium,normal
STU0366,6,5.81,88.9,59.4,68.1,72.0,83.1,39.4,12.0,7.3,7,57.7,Medium,normal
STU0367,6,7.37,76.7,76.2940367789667,94.91872585708441,45.9,45.7,97.3034896790502,3.038952021358743,1.1559052113508101,3,76.2,Low,low_engagement_high_performance
STU0368,3,8.32,53.6,75.8,62.1,67.4,43.6,64.6,6.7,0.0,6,66.5,Low,normal
STU0369,3,8.1,99.7,84.4,82.5,85.5,97.7,73.4,15.7,5.1,1,84.3,Low,normal
STU0370,3,9.31,75.5,89.6084358602555,53.64693476767666,37.362862770599854,84.7,82.0,18.1,9.0,4,45.1,Medium,sudden_decline
STU0371,4,8.81,92.3,70.6,82.6,85.5,77.1,89.0,13.3,5.6,1,91.6,Low,normal
STU0372,3,8.35,95.7,89.3,87.6,90.0,80.3,59.8,17.3,6.6,3,75.7,Low,normal
STU0373,4,7.16,95.5,80.9,94.5,90.4,78.5,64.4,15.1,7.8,4,82.3,Low,normal
STU0374,5,6.77,75.7,63.1,83.2,87.7,59.6,62.3,17.1,6.5,2,88.6,Low,normal
STU0375,6,8.95,43.1492682143205,82.46732097941737,81.82209758750525,84.07202585848685,70.3,62.1,12.8,6.5,3,70.0,Low,low_attendance_high_performance
STU0376,5,5.89,63.8,54.7,34.7,64.2,56.2,55.7,12.5,8.3,9,38.5,High,normal
STU0377,6,5.91,59.6,48.5,46.8,38.2,59.7,29.1,7.5,5.7,3,37.3,High,normal
STU0378,3,8.19,100.0,69.6,100.0,85.7,90.5,92.0,16.4,6.2,4,96.5,Low,normal
STU0379,3,7.3,53.2,48.6,35.1,45.2,56.2,55.3,10.0,3.8,6,55.2,Medium,normal
STU0380,5,8.43,74.2,60.4,68.8,71.4,55.1,60.4,12.5,3.8,3,62.9,Low,normal
STU0381,4,8.61,93.1,100.0,95.1,89.5,74.0,75.4,15.3,6.8,4,96.3,Low,normal
STU0382,4,7.57,75.0,69.5,74.6,77.0,72.0,60.9,18.2,4.8,1,88.3,Low,normal
STU0383,4,8.51,95.8,67.7,70.5,78.8,82.6,60.5,17.7,4.6,4,87.7,Low,normal
STU0384,4,7.88,96.6180669625509,28.630760589202552,49.64921639891068,74.6,77.0,45.634432858012175,13.0,6.8,3,32.9,High,high_attendance_low_performance
STU0385,5,6.32,61.9,61.2,24.4,46.8,63.5,60.7,7.2,3.9,3,53.5,Medium,normal
STU0386,4,7.51,60.3,41.7,27.9,68.6,79.9,39.6,8.5,5.5,4,48.2,Medium,normal
STU0387,5,6.17,80.4,54.4,54.1,51.4,87.8,40.8,16.8,7.0,1,57.0,Medium,normal
STU0388,5,7.01,85.4,77.7,84.7,89.9,96.4,68.7,16.2,7.4,3,80.4,Low,normal
STU0389,4,4.81,69.7,35.6,39.7,53.3,72.0,54.3,14.3,7.0,5,41.5,High,normal
STU0390,4,5.66,78.6,55.1,42.4,67.5,84.1,43.5,9.3,4.1,1,51.6,Medium,normal
STU0391,3,6.52,71.8,68.4,43.4,58.2,53.8,63.2,8.3,3.0,6,66.3,Low,normal
STU0392,4,7.54,79.2,73.6,77.0,79.4,90.4,72.3,11.8,7.4,2,64.0,Low,normal
STU0393,5,7.66,88.04393484511746,64.8,73.7,29.97098123310804,52.480395424320434,40.9,8.3,5.9,7,61.6,Low,assignment_problem
STU0394,6,7.1,67.0,64.3,66.7,63.9,41.5,44.0,7.4,6.1,4,69.3,Low,normal
STU0395,5,7.46,65.6,94.1,88.5,69.9,79.8,74.7,11.9,6.2,6,78.1,Low,normal
STU0396,3,6.7,50.6,72.7,45.3,69.2,55.4,35.6,11.1,3.9,3,42.3,High,normal
STU0397,5,6.3,74.8,52.2,41.6,41.8,51.8,46.9,7.1,5.0,7,49.2,Medium,normal
STU0398,5,7.21,69.2,70.3,82.1,56.6,50.0,35.1,4.6,3.2,3,65.3,Low,normal
STU0399,4,5.17,69.3,34.0,46.8,52.7,44.5,50.1,1.5,0.5,4,41.8,High,normal
STU0400,5,6.55,84.3,57.3,33.2,71.9,73.5,55.4,15.0,,0,63.0,Low,normal
STU0401,4,7.55,90.3,66.8,73.1,85.4,81.2,77.9,12.7,7.3,4,66.5,Low,normal
STU0402,5,5.82,61.6,45.5,46.4,41.0,58.6,36.1,10.3,,9,47.2,Medium,normal
STU0403,5,6.87,76.5,26.4,36.5,75.3,72.8,54.3,15.2,5.1,2,52.2,Medium,normal
STU0404,3,4.3,76.1,43.2,10.6,40.4,75.3,28.0,9.7,3.0,7,34.4,High,normal
STU0405,5,7.96,82.6,60.9,65.2,89.6,84.2,50.0,11.8,6.1,2,57.5,Medium,normal
STU0406,3,5.27,66.3,56.2,35.4,45.9,56.4,36.0,3.1,6.2,4,42.2,High,normal
STU0407,3,8.03,71.3,63.8,50.0,46.5,72.5,63.2,6.5,3.5,2,62.7,Low,normal
STU0408,6,7.78,93.5,81.4,69.7,63.4,81.0,65.6,12.4,8.4,4,80.0,Low,normal
STU0409,6,6.86,52.9,40.2,40.5,46.9,56.1,63.5,3.2,4.4,5,65.4,Low,normal
STU0410,3,9.33,76.9,93.7,88.1,88.0,91.2,87.6,13.0,7.7,2,97.2,Low,normal
STU0411,4,5.81,78.4,72.1,45.0,74.3,47.3,53.9,10.9,3.2,5,60.9,Low,normal
STU0412,3,4.51,36.4,55.1,41.4,30.0,38.2,23.2,5.0,2.0,5,50.5,Medium,normal
STU0413,4,6.69,65.7,59.1,29.8,49.3,57.1,42.7,5.2,,2,48.0,Medium,normal
STU0414,6,6.62,68.5,90.37768837726209,39.84530769150783,41.65371980384407,61.4,39.1,16.3,3.6,4,44.9,High,sudden_decline
STU0415,6,7.78,81.4,56.8,26.6,59.6,70.2,54.9,5.8,3.8,4,64.4,Low,normal
STU0416,5,5.92,83.2,56.9,45.8,74.3,65.3,36.0,11.9,5.9,4,51.8,Medium,normal
STU0417,4,7.17,95.3,56.1,76.5,69.0,76.1,61.6,16.4,9.7,1,89.6,Low,normal
STU0418,5,7.41,72.1,48.7,36.4,62.2,47.6,60.6,8.7,4.5,3,58.6,Medium,normal
STU0419,4,6.43,76.8,44.5,61.9,69.3,57.1,63.0,9.3,4.8,4,78.8,Low,normal
STU0420,6,5.38,43.8,31.2,43.1,42.6,59.1,45.3,8.0,4.6,6,44.6,High,normal
STU0421,6,6.79,69.9,64.7,21.3,65.7,43.9,34.0,9.4,,7,44.3,High,normal
STU0422,5,5.86,59.6,56.4,48.0,44.1,57.4,47.0,9.2,4.3,3,46.2,Medium,normal
STU0423,4,8.62,77.6,78.7,46.2,93.5,67.1,84.8,8.3,4.3,4,70.4,Low,normal
STU0424,4,6.85,60.6,69.5,65.0,85.9,61.3,80.9,5.9,3.9,3,64.7,Low,normal
STU0425,3,9.32,88.0,65.0,79.3,92.0,80.0,60.2,17.5,10.0,0,94.1,Low,normal
STU0426,6,8.06,92.9,61.0,34.9,94.4,79.3,55.5,12.5,6.2,7,63.1,Low,normal
STU0427,4,6.85,83.8,43.7,66.5,54.9,62.3,57.9,11.2,7.1,0,50.0,Medium,normal
STU0428,4,5.23,60.4,33.8,36.1,48.5,64.4,33.1,7.8,6.1,5,44.1,High,normal
STU0429,4,8.55,95.5,91.4,80.0,100.0,88.0,69.5,15.7,7.8,4,88.0,Low,normal
STU0430,6,8.68,81.8,69.3,91.3,76.0,79.5,54.3,14.0,7.6,4,77.3,Low,normal
STU0431,3,10.0,85.7,80.0,64.8,70.7,79.4,69.7,11.0,6.3,0,84.3,Low,normal
STU0432,6,4.18,50.3,11.8,5.6,21.0,50.7,7.4,11.4,0.5,8,19.7,High,normal
STU0433,6,6.39,77.7,53.8,27.5,80.4,65.5,52.4,8.2,2.5,4,57.8,Medium,normal
STU0434,6,8.77,79.4,71.7,99.0,77.2,75.8,88.4,12.6,6.2,5,91.0,Low,normal
STU0435,4,8.82,99.0980671826686,34.97841007734257,27.23436944712301,82.2,82.3,26.360126274642788,11.8,5.8,3,49.8,Medium,high_attendance_low_performance
STU0436,3,3.43,73.0,35.9,45.9,43.0,71.5,43.5,9.4,8.4,4,34.5,High,normal
STU0437,4,8.5,81.0,77.7,80.6,90.3,75.8,81.8,15.3,6.9,3,100.0,Low,normal
STU0438,4,5.19,67.8,47.6,50.8,44.5,62.6,44.0,9.2,7.3,6,38.1,High,normal
STU0439,3,3.95,55.1,52.8,37.2,36.4,65.2,11.7,6.2,2.3,5,36.5,High,normal
STU0440,5,9.93,81.02014080645677,90.8,91.5,38.42574639248693,43.16952491690535,85.5,13.7,9.5,7,55.3,Medium,assignment_problem
STU0441,4,6.89,93.0,48.8,61.3,63.0,89.7,61.6,12.1,7.3,1,70.3,Low,normal
STU0442,6,5.48,39.8,30.9,26.0,37.0,39.6,36.6,5.0,,9,35.9,High,normal
STU0443,3,7.8,64.7,62.5,58.7,74.8,50.1,50.4,16.0,3.9,10,61.2,Low,normal
STU0444,5,4.91,76.8,88.97810155536669,46.25681091784442,54.12350260691652,62.7,42.4,8.8,5.9,6,49.8,Medium,sudden_decline
STU0445,6,2.59,54.2,0.0,9.9,33.7,53.8,24.8,8.5,5.7,2,30.4,High,normal
STU0446,6,7.94,55.9,78.5,49.4,58.1,54.7,88.7,5.7,1.8,7,62.5,Low,normal
STU0447,6,7.74,51.1,59.9,34.9,41.5,66.4,49.1,5.8,0.4,4,58.8,Medium,normal
STU0448,5,5.64,90.3,57.5,64.1,83.4,90.5,65.4,15.6,5.4,1,78.8,Low,normal
STU0449,6,5.98,80.4,45.1,43.9,56.1,70.5,50.5,15.8,9.9,5,63.1,Low,normal
STU0450,4,9.17,77.4,85.2,89.4,85.2,75.6,74.7,14.7,8.2,0,87.3,Low,normal
STU0451,5,3.11,57.0,30.7,17.8,43.3,71.6,34.6,6.8,6.1,7,18.9,High,normal
STU0452,3,7.99,60.7,68.6,48.8,75.4,61.0,46.9,8.0,5.2,1,67.1,Low,normal
STU0453,3,7.38,85.9,53.0,48.5,80.3,77.2,60.9,13.8,6.9,0,71.1,Low,normal
STU0454,3,6.88,92.12631836202904,71.6,54.6,31.36509142752349,32.6061349920745,27.6,1.5,2.5,10,53.8,Medium,assignment_problem
STU0455,3,9.88,100.0,71.0,75.9,94.7,100.0,71.3,15.9,10.0,5,86.8,Low,normal
STU0456,4,8.89,91.2,83.2,88.8,77.9,83.4,67.1,16.8,5.7,2,84.3,Low,normal
STU0457,3,8.37,87.9026485163608,77.4,79.8,43.867266433295555,40.37977038484028,86.3,16.4,9.7,10,46.9,Medium,assignment_problem
STU0458,3,6.95,83.8,58.7,80.6,52.0,64.5,75.8,15.2,6.3,3,86.4,Low,normal
STU0459,6,8.28,78.1,82.8,87.4,80.6,93.5,73.3,20.8,3.9,2,94.0,Low,normal
STU0460,3,9.08,100.0,40.75979653505521,72.57978498905315,83.2,87.2,81.94731328660542,15.6,9.0,5,67.9,Low,sudden_improvement
STU0461,5,8.83,88.3,91.2,95.1,73.2,99.3,84.3,17.7,6.1,2,99.2,Low,normal
STU0462,3,7.98,69.6,76.2,56.0,78.1,71.4,52.1,9.9,6.1,4,74.6,Low,normal
STU0463,6,3.17,50.1,23.6,26.6,41.9,58.4,,6.7,5.2,7,29.5,High,normal
STU0464,6,7.74,82.6,61.7,51.2,65.1,69.7,46.2,10.4,6.7,2,80.5,Low,normal
STU0465,5,7.0,98.5107500432172,46.78493802577752,49.20853989272149,34.2,39.5,49.144042678340234,6.7,2.1,1,41.6,High,high_attendance_low_performance
STU0466,5,4.39,68.8,51.1,53.6,46.1,56.8,27.1,11.0,6.5,6,51.5,Medium,normal
STU0467,3,8.82,77.7,84.4,70.2,51.8,77.8,75.6,19.6,,3,85.2,Low,normal
STU0468,6,8.09,55.5,62.8,52.6,54.2,61.4,56.4,11.6,4.6,3,59.4,Medium,normal
STU0469,6,7.43,81.5,92.6,92.1,88.4,79.0,91.3,13.3,8.8,2,93.3,Low,normal
STU0470,6,5.89,48.1,53.8,49.3,40.7,44.6,41.4,6.5,4.0,7,55.5,Medium,normal
STU0471,5,7.68,73.9,71.6,75.1,64.3,80.1,73.3,13.5,4.8,2,77.2,Low,normal
STU0472,4,6.58,46.1,37.8,30.2,49.3,37.2,,9.4,3.0,3,51.6,Medium,normal
STU0473,6,7.5,88.0,69.1,60.1,63.5,75.6,45.1,12.9,5.5,1,69.2,Low,normal
STU0474,4,6.52,93.09255851600328,34.6,35.1,48.346705788131004,46.69645386167039,58.1,4.8,1.4,6,55.6,Medium,assignment_problem
STU0475,5,7.91,84.5,62.1,82.1,82.9,79.6,64.2,11.1,6.6,1,75.9,Low,normal
STU0476,3,4.71,48.6,40.8,45.2,67.2,53.5,49.8,4.5,2.9,3,44.7,High,normal
STU0477,6,8.66,91.2,100.0,83.1,90.6,100.0,75.4,14.9,10.0,0,91.3,Low,normal
STU0478,3,7.44,61.4,87.89562194144193,87.22040631222026,49.4,67.6,92.52441752656308,1.9205179401778985,0.8890539180302576,7,79.9,Low,low_engagement_high_performance
STU0479,3,6.88,46.0,54.8,42.7,47.1,43.1,,7.4,1.8,4,37.6,High,normal
STU0480,5,8.29,94.5,74.4,93.4,97.3,74.7,94.1,21.0,7.8,1,84.1,Low,normal
STU0481,6,7.72,72.1,43.7,81.1,69.7,62.7,62.8,6.9,3.8,6,85.3,Low,normal
